url_length,has_ip,has_at_symbol,num_hyphens,num_subdomains,url_entropy,num_digits,num_parameters,has_sensitive_words,has_password_field,has_hidden_iframe,suspicious_form_action,script_to_content_ratio,external_link_ratio,empty_links_ratio,num_input_fields,label
70,0,0,0,1,4.503705160633239,27,0,0,0,0,0,0.005180759340493117,0.0,0.0,0,0
33,0,0,0,2,3.7865221495303643,0,0,0,0,1,0,1.0760803246942727,0.049707602339181284,0.0029239766081871343,2,0
61,0,0,1,1,4.400274281230242,2,0,0,0,0,0,0.554464027737648,0.225,0.05,5,0
22,0,0,0,1,3.538310595615006,0,0,0,0,1,0,1.629742355605889,0.1641025641025641,0.010256410256410256,11,0
114,0,0,11,1,4.556164697992937,5,0,1,0,0,0,0.5808889408281719,0.6133333333333333,0.06666666666666667,2,0
25,0,0,0,1,3.703465189601646,0,0,0,1,1,1,0.18707015130674004,0.09090909090909091,0.11038961038961038,9,0
54,0,0,0,1,4.462768289000185,0,0,0,0,0,0,0.22668274753043877,0.13114754098360656,0.0,9,0
66,0,0,1,0,4.283591098016568,0,0,1,0,0,0,1.9196050775740479,0.15789473684210525,0.10526315789473684,0,0
68,0,0,0,1,4.062601304901648,2,0,0,1,0,0,0.09300184162062615,1.0,0.0,5,1
55,0,0,1,1,4.412555849612945,0,0,0,0,0,1,2.179821551132464,0.2962962962962963,0.5185185185185185,4,0
267,0,0,1,0,5.003561904535046,72,7,0,0,0,0,0.001876172607879925,0.0,0.0,1,1
25,0,0,0,0,3.9434651896016457,0,0,0,0,0,0,1.6449136276391554,0.38461538461538464,0.0,0,0
43,0,0,2,2,4.146740335896194,3,0,0,0,0,0,0.0,0.9565217391304348,0.043478260869565216,0,1
148,0,0,1,3,5.129245698848404,17,0,1,0,0,0,0.4838235294117647,0.5,0.0,0,1
49,0,0,0,1,4.032550916863566,0,0,0,0,0,0,0.43452036685119394,0.10106382978723404,0.02127659574468085,0,0
114,0,0,1,0,4.300492665790939,1,0,0,0,0,0,1.8752783964365256,0.3333333333333333,0.3333333333333333,6,1
55,0,0,1,1,4.372560741608949,9,0,0,0,0,0,0.9333737275811924,0.4587628865979381,0.04639175257731959,12,0
52,0,0,1,1,4.202856968507876,0,1,0,0,1,0,3.1622800125707102,0.06713780918727916,0.024734982332155476,93,0
40,0,0,0,2,4.046439344671015,0,0,0,0,0,1,0.4450993831391364,0.9375,0.0,1,0
43,0,0,1,1,4.193251963803171,0,0,1,1,0,0,0.05929994721562418,0.029216467463479414,0.06374501992031872,42,0
88,0,0,0,1,4.514448488000124,0,0,0,0,0,0,0.4001701206309929,0.2,0.0,6,0
34,0,0,0,1,4.197325708706504,0,0,0,0,0,0,3.9434782608695653,0.9090909090909091,0.0,1,0
89,0,0,2,1,4.153304141568131,0,0,0,0,1,1,2.1438897396630936,0.3712121212121212,0.10606060606060606,1,0
37,0,0,0,1,4.077715447225512,7,0,0,0,0,0,6.477434279705573,0.1527777777777778,0.0,11,0
613,0,0,4,2,5.019465763224126,238,6,0,0,0,0,1.9180863477246208,0.0,1.0,5,1
26,0,0,0,0,3.902174814211727,0,0,0,1,1,0,5.461772537086345,1.0,0.0,4,1
133,0,0,11,1,4.295795908989054,6,0,0,0,0,1,1.0178946205677677,0.15331010452961671,0.04878048780487805,17,0
65,0,0,1,1,4.4815219988988995,5,0,0,0,0,1,0.0,0.0,0.0,2,0
86,0,0,1,0,4.470788122732044,0,1,0,1,0,0,12.236363636363636,0.0,0.0,2,1
29,0,0,0,1,3.7159321855150296,0,0,0,0,0,0,0.0433560224918615,0.11363636363636363,0.05303030303030303,12,0
48,0,0,1,1,4.332067386399956,0,0,1,0,1,1,0.17422846940799727,0.1165644171779141,0.06952965235173825,3,0
65,0,0,2,0,4.1860870986239735,0,0,0,0,1,0,4.4895571212883745,0.10135135135135136,0.013513513513513514,2,0
73,0,0,0,0,4.540459791840183,2,2,0,0,0,0,0.02640957689847391,0.0,0.07692307692307693,4,0
45,0,0,0,0,4.133643863468259,0,0,0,0,0,0,1.4219156689224361,0.4,0.05,30,0
64,0,0,5,0,4.308518072054204,2,0,0,0,0,1,1.0050167224080269,0.17073170731707318,0.04878048780487805,9,0
28,0,0,0,1,3.7673757978160416,2,0,0,0,0,0,2391.212121212121,0.0,0.0,0,1
71,0,0,4,1,4.313401479960967,0,0,1,0,1,0,0.6561600124523309,0.02857142857142857,0.009523809523809525,0,0
67,0,0,2,1,4.517602534310691,18,0,0,0,0,0,2137.714285714286,0.0,0.0,0,1
67,0,0,0,2,4.247455288488156,0,0,0,0,0,1,0.4489878542510121,0.47619047619047616,0.0,0,0
33,0,0,0,1,3.968340331348547,0,0,1,1,1,0,67.1086560120133,0.07272727272727272,0.01818181818181818,2,0
31,0,0,2,0,3.889049535914169,0,0,0,0,0,0,0.0,0.0,0.0,0,1
39,0,0,0,1,4.233618885307021,0,0,1,0,0,0,0.2145192936559843,0.1523809523809524,0.11428571428571428,3,1
88,0,0,1,0,4.865260785345123,10,0,1,1,0,0,1.3556338028169015,0.0,1.0,5,1
73,0,0,2,1,4.265119168961963,0,0,1,0,0,0,0.9846922504517912,0.11,0.04,3,0
45,0,0,2,3,4.057868096041213,0,0,1,0,0,0,2391.212121212121,0.0,0.0,0,1
107,0,0,5,1,4.26611774868033,0,0,1,0,0,0,5.29839453773759,0.46464646464646464,0.010101010101010102,0,0
25,0,0,0,1,3.943465189601646,0,0,0,0,0,0,0.5130568356374808,1.0,0.0,0,0
39,0,0,0,1,4.211702142428217,4,0,0,0,0,0,2.4602666929095113e-05,0.0,0.0,5,0
56,0,0,0,2,4.172553582385557,5,0,0,0,0,0,0.0,0.0,0.0,0,0
60,0,0,0,1,4.371241170818225,0,1,0,0,0,0,3.9285129604365623,0.25,0.0,5,0
85,0,1,0,1,4.440964614053569,3,1,0,1,0,0,10.353174603174603,0.8,0.2,25,1
36,0,0,0,1,4.148955904159993,4,0,0,0,0,0,4.503703703703704,0.0,0.0,0,1
69,0,0,2,0,4.487532117184483,26,0,0,1,0,0,3.7632093933463797,0.0,0.0,4,1
77,0,0,2,1,4.3265612620767335,0,0,1,0,1,0,0.6244636998401615,0.05847953216374269,0.07017543859649122,7,0
49,0,0,2,0,3.984622028177918,0,0,0,0,0,0,0.0,0.0,0.0,0,0
39,0,0,0,1,4.147850219462241,7,0,0,0,0,1,0.28425774877650895,0.08361204013377926,0.0033444816053511705,14,0
30,0,0,0,1,3.831401845392172,0,0,0,0,0,0,0.08546202640150866,0.3387096774193548,0.0,10,0
65,0,0,0,1,4.471089543231857,11,0,0,0,0,0,0.002021520773231696,0.0,0.0,0,0
47,0,0,0,2,4.453005074851737,4,0,0,0,0,0,0.0,0.9565217391304348,0.043478260869565216,0,1
51,0,0,3,1,4.187158558405723,0,0,0,0,1,0,0.9889392245690416,0.14728682170542637,0.1937984496124031,2,0
161,0,0,1,1,5.379765699962426,45,1,1,0,0,0,0.12384378211716342,0.0,0.041666666666666664,3,1
45,0,0,3,0,4.305540252212916,4,0,0,0,0,0,1.1990680818017085,0.136986301369863,0.0,0,0
50,0,0,1,1,4.283074189428569,0,0,1,1,0,0,0.9778225806451613,1.0,0.0,8,1
82,0,0,0,1,4.717070225410506,4,1,1,1,0,0,28.16637246248897,0.1702127659574468,0.06382978723404255,18,0
276,0,0,0,1,4.836714913119012,105,3,1,0,0,0,3.017543859649123,0.0,1.0,3,1
221,0,0,0,1,4.765495204737492,76,3,1,0,0,0,5.576470588235294,0.0,1.0,4,1
32,0,0,0,0,4.140319531114783,3,0,1,0,0,0,0.0,0.0,0.0,0,1
51,0,0,1,1,4.47842822452873,10,0,0,1,0,0,0.0,1.0,0.0,12,1
122,0,0,0,2,4.953242151382999,25,4,0,0,0,0,1.0044094488188977,0.125,0.05,0,0
128,0,0,5,1,4.683141491021516,12,1,0,0,0,0,0.010902930799505802,0.52,0.08,0,0
89,0,0,5,2,4.6383958638577285,7,0,0,0,0,0,2.245757318625371,0.11538461538461539,0.0,0,0
34,0,0,3,1,4.197325708706504,11,0,0,0,0,0,60.285714285714285,0.0,0.0,0,1
28,0,0,0,1,4.066108939837481,0,0,0,0,0,0,0.04477611940298507,0.0,0.0,0,0
38,0,0,0,1,3.9880774349981336,0,0,0,1,0,0,0.46086150995831404,0.17073170731707318,0.0,16,0
34,0,0,0,1,4.035273502696889,0,0,1,0,0,0,0.04245709123757904,0.19230769230769232,0.19230769230769232,1,0
93,0,0,9,1,4.353164391930728,0,0,0,0,0,0,58.28846574742832,0.20952380952380953,0.009523809523809525,8,0
32,0,0,0,1,4.015319531114783,0,0,0,0,0,0,0.5787299948373774,0.030303030303030304,0.0,0,1
40,0,0,0,0,4.043942707918268,0,0,0,1,0,0,5.780114722753346,1.0,0.0,22,1
68,0,0,0,0,4.7559137611917475,10,2,0,0,0,0,0.0,0.0,0.0,0,1
28,0,0,1,0,4.280394654123194,0,0,1,1,0,0,0.617339312406577,0.8888888888888888,0.1111111111111111,13,1
254,0,0,1,1,4.825453862558091,98,2,1,0,0,0,0.7028051554207733,0.9545454545454546,0.0,4,1
213,0,0,0,0,4.643072887583751,88,3,1,1,0,0,0.0,0.42857142857142855,0.0,3,1
55,0,0,2,1,4.116834713131302,0,0,1,0,0,0,755.2093023255813,0.0,0.0,0,0
25,0,0,0,0,3.6536606896881847,0,0,0,0,0,0,32.621880064829824,0.07142857142857142,0.05714285714285714,1,0
44,0,0,3,0,4.055467129755086,0,0,0,0,0,0,0.0,0.0,0.0,0,0
34,0,0,0,2,4.035273502696889,0,0,0,0,0,0,0.0,0.0,0.0,0,0
47,0,0,0,2,4.13907129820996,0,0,0,0,0,0,0.6642773082272387,0.18666666666666668,0.013333333333333334,3,0
61,0,0,1,1,4.182455322577735,0,0,0,1,1,0,1.3881693013768486,0.054878048780487805,0.12195121951219512,12,0
104,0,0,0,0,4.693429564744933,16,0,1,1,0,0,5.057017543859649,0.9375,0.0625,3,1
39,0,0,0,1,3.974647975817024,0,0,0,0,0,0,0.0,0.0,0.0,0,0
101,0,0,0,1,4.567831183128274,12,0,0,1,0,0,0.5245755138516532,0.06896551724137931,0.21839080459770116,80,0
276,0,0,0,1,4.864785289135664,102,3,1,0,0,0,3.017543859649123,0.0,1.0,3,1
70,0,0,2,1,4.72467560383839,7,0,0,0,0,0,0.0,0.0,0.0,0,1
77,0,0,5,1,4.653087275908785,8,0,0,0,1,0,3.5503226831064203,0.01056338028169014,0.0,2,0
38,0,0,0,1,4.043337052632603,1,0,1,1,1,0,10.775800711743772,0.3225806451612903,0.0,5,0
126,0,0,12,1,4.483637807583472,9,0,1,1,0,0,1.3117637298821967,0.21621621621621623,0.05405405405405406,16,0
73,0,0,1,0,4.734851964242145,22,0,1,0,0,0,3.098901098901099,0.0,0.0,0,1
66,0,0,4,1,4.342821959906966,0,0,0,0,0,0,4.073649754500818,1.0,0.0,5,0
54,0,0,4,1,4.182779113467523,0,0,0,0,1,0,0.30158385138170385,0.02,0.0,38,0
43,0,0,1,1,4.109306836490686,3,0,0,1,0,0,14.542233357193988,1.0,0.0,14,1
57,0,0,0,0,4.158186296508581,0,0,1,0,0,0,0.0,0.0,0.0,11,1
42,0,0,0,1,3.9657424951384352,0,0,0,0,0,0,180.38888888888889,0.0,0.0,0,1
43,0,0,1,2,4.231286196905489,0,0,0,0,0,0,61.01675977653631,0.0,0.0,0,0
67,0,0,4,0,4.41678331786049,0,0,0,0,0,0,0.27038841909129996,0.061855670103092786,0.010309278350515464,2,0
34,0,0,0,2,3.939829017466402,0,0,0,1,0,0,1808.5495327102803,0.6153846153846154,0.15384615384615385,15,1
85,0,0,1,1,4.147733104789325,5,0,0,1,1,0,1.3298652328747993,0.2550335570469799,0.026845637583892617,15,0
141,0,0,15,1,4.425053430164506,5,0,0,0,1,0,1.793537210003013,0.1076923076923077,0.007692307692307693,17,0
48,0,0,1,1,4.110087760732172,0,0,0,0,1,0,0.30106075216972034,0.10752688172043011,0.021505376344086023,2,0
33,0,0,0,1,4.058656997752975,0,0,0,0,1,0,2.0669588332495152,0.04225352112676056,0.07042253521126761,5,0
26,0,0,2,0,4.056020968057881,0,0,0,1,0,0,0.849919311457773,0.0,0.7777777777777778,18,1
38,1,0,0,2,4.0959686315799715,11,0,1,1,0,0,6.379585326953749e-05,0.2846715328467153,0.08029197080291971,12,1
50,0,0,1,1,4.343465189601647,0,0,0,1,0,0,0.6123737373737373,0.8947368421052632,0.10526315789473684,13,1
56,0,0,2,1,4.532639243749497,3,0,0,0,0,0,0.0,0.0,0.0,0,0
101,0,0,5,1,4.458152257397608,8,0,1,0,0,0,3.2506158335544018,0.05514705882352941,0.0,1,0
92,0,0,0,1,4.643302180603412,3,0,0,0,1,0,0.23326133909287258,0.14583333333333334,0.03125,11,0
81,0,0,10,1,4.192977486784028,0,0,0,1,0,0,0.7175769923987149,0.091324200913242,0.0182648401826484,4,0
113,0,0,2,1,5.447836816778334,8,1,0,0,0,0,50.43076923076923,0.5,0.0,6,1
31,0,0,0,0,4.026619294188053,3,0,0,0,0,0,0.0,0.0,0.0,0,0
33,0,0,0,1,4.104407755459852,0,0,0,0,0,0,5.857799405244661,0.1111111111111111,0.027777777777777776,3,0
97,0,0,0,0,4.889731693225562,13,3,1,0,0,0,0.198512319851232,0.9285714285714286,0.0,4,1
71,0,0,0,1,4.1743267900887515,0,1,0,0,0,0,0.01317027281279398,0.30337078651685395,0.0,3,0
84,0,0,1,1,4.671074119668141,16,0,0,0,0,0,0.002074688796680498,0.8,0.0,1,1
33,0,0,0,0,3.9542678026603597,0,0,0,0,0,0,0.007159904534606206,0.0,0.0,0,1
203,0,0,6,3,5.427758638836306,47,7,0,1,0,0,9.385135135135135,0.0,1.0,4,1
66,0,0,4,2,4.672737679767836,23,0,0,0,0,0,0.128686327077748,0.0,0.0,4,1
54,0,0,2,0,4.2433013372479085,6,0,0,0,0,0,0.33540051679586563,0.0625,0.0,0,0
41,0,0,0,1,4.171474187957336,7,0,0,0,0,0,0.0,0.0,0.0,0,0
45,0,0,1,2,4.0810987973215855,0,0,0,0,0,0,0.17417812313209802,0.09482758620689655,0.06896551724137931,332,0
89,0,0,6,1,4.312057018149409,6,0,0,0,1,0,1.375551235241121,0.4279661016949153,0.038135593220338986,21,0
66,0,0,4,1,4.648740574836415,4,0,0,0,0,0,5.05129672502146,0.1686746987951807,0.12449799196787148,12,0
69,0,0,0,1,4.643400051998446,0,0,0,0,0,0,0.0,0.0,0.0,0,0
56,0,0,3,1,4.347558387024491,4,0,0,1,0,1,0.2608487555839183,0.96,0.013333333333333334,3,0
21,0,0,0,0,3.6537567082870006,0,0,0,0,1,0,10.087683102950278,0.03389830508474576,0.05084745762711865,1,0
56,0,0,3,0,4.123771441030928,2,0,0,0,1,0,2.0868656149021096,0.017660044150110375,0.11479028697571744,34,0
55,0,0,4,1,4.22410988640203,0,0,0,0,0,0,1.4264705882352942,0.2857142857142857,0.0,12,1
82,0,0,1,0,4.099921927797147,0,0,0,0,0,0,4112.571428571428,0.0,0.0,0,1
32,0,0,1,1,3.9650182662886326,0,0,0,0,0,0,0.5960264900662252,0.3,0.0,0,0
43,0,0,2,1,4.111629289283939,0,0,0,0,0,0,0.3188891548958583,0.03636363636363636,0.06363636363636363,12,0
48,0,0,2,1,4.0144608760283615,0,0,0,0,0,0,0.00129366106080207,0.0,0.5,3,0
64,0,0,3,1,4.472024219659049,6,0,1,0,0,0,12.916888652104422,0.06666666666666667,0.0,0,0
34,0,0,1,2,3.9176264438733592,0,0,0,0,0,0,0.1827485380116959,1.0,0.0,0,1
43,0,0,0,1,3.6233394655083666,0,0,0,1,0,0,0.20575871637772344,0.24290220820189273,0.031545741324921134,40,0
44,0,0,1,0,4.179006699827356,0,0,0,0,0,0,0.46567395087990715,0.0,0.0,2,0
27,0,0,0,1,4.004344446367528,0,0,0,0,0,0,0.5701159174441617,0.14545454545454545,0.01818181818181818,2,0
45,0,0,0,1,4.463749485074333,2,0,0,1,0,0,0.5702933985330073,0.8888888888888888,0.1111111111111111,4,1
86,0,0,1,1,4.3805738776179295,1,0,0,0,0,0,23.122249388753055,0.0,0.0,21,1
34,0,0,0,1,4.29277019393699,0,0,0,0,0,0,0.03999289015286171,0.25806451612903225,0.12903225806451613,0,0
45,0,0,1,1,4.322315530038771,4,0,0,0,0,0,0.0,0.0,0.0,0,1
99,0,0,0,1,5.269070857449325,0,1,0,0,0,0,0.0,0.0,0.0,0,1
64,0,0,0,0,4.281042680182113,0,0,0,0,0,0,0.09161827346053833,0.02553191489361702,0.00851063829787234,31,0
69,0,0,0,0,4.519412275738393,24,0,0,0,0,0,0.864516129032258,0.0,0.0,6,1
30,0,0,0,0,3.8817276788697366,0,0,0,0,0,0,6.705882352941177,0.0,0.0,0,1
56,0,0,0,1,4.454239966507295,5,0,0,0,0,1,1.176312789216015,0.09803921568627451,0.43137254901960786,4,0
26,0,0,0,1,3.8441065448145375,0,0,0,0,0,0,0.0,0.2857142857142857,0.0,0,0
26,0,0,0,1,3.7483286603655737,0,0,0,0,0,0,0.09078322784810126,0.8765432098765432,0.012345679012345678,0,0
57,0,0,1,1,4.2566010416741396,6,0,0,1,0,0,113.25581395348837,1.0,0.0,3,1
28,0,0,0,0,3.553090083530328,0,0,0,0,0,0,0.005253940455341506,1.0,0.0,0,1
90,0,0,3,1,4.195245573729992,1,1,0,0,0,0,0.0,0.0,0.0,0,1
147,0,0,1,0,5.071257268483781,43,0,0,0,0,0,0.0,0.0,0.0,8,1
43,0,0,2,0,4.016283580676733,0,0,1,1,0,0,0.6123737373737373,0.8947368421052632,0.10526315789473684,13,1
50,0,0,0,0,4.359079570624175,7,0,0,1,0,0,0.4502487562189055,0.0,1.0,4,1
112,0,0,10,2,4.506063513936002,6,0,0,0,0,0,2.3423019431988044,1.0,0.0,4,0
49,0,0,1,1,4.346567691310766,4,0,1,1,0,0,0.0,0.0,0.0,3,1
60,0,0,0,1,4.015224664169059,0,0,1,0,0,0,3.073602907769196,0.0,0.04,3,0
72,0,0,3,3,4.589860857097063,6,0,0,0,0,0,35977.5,0.0,0.0,0,1
19,0,0,0,0,3.7871439606981414,0,0,0,0,0,0,0.6507165411707554,0.0,0.02702702702702703,0,1
37,0,0,1,0,4.206225920256958,0,0,1,1,0,0,0.6191904047976012,0.8888888888888888,0.1111111111111111,13,1
30,0,0,0,1,4.031401845392171,0,0,1,1,0,0,0.7289105553200509,0.09090909090909091,0.010101010101010102,23,0
100,0,0,8,0,4.456203720487966,8,0,0,1,1,0,0.6273404178413937,0.11827956989247312,0.021505376344086023,38,0
38,0,0,2,1,4.451489026430682,2,0,0,0,0,0,0.21177315147164394,0.0,0.0,20,1
40,0,0,0,1,3.958694969562841,0,0,0,0,1,0,2.8224043715846996,0.07142857142857142,0.0,2,0
23,0,0,0,2,3.588354347173234,0,0,0,0,0,0,0.0,0.0,0.0,1,0
58,0,0,0,1,4.4417919349996815,3,1,0,0,0,0,0.0,0.0,0.0,0,1
49,0,0,0,0,4.221553466431731,0,0,0,0,0,0,0.0,1.0,0.0,0,0
237,0,0,0,0,4.7253485034619285,117,3,1,1,0,0,2.888888888888889,0.0,0.0,3,1
35,0,0,0,0,4.022000516883152,0,0,0,1,0,0,0.0,0.0,0.0,6,1
56,0,0,0,1,4.2965806553767525,0,0,0,0,0,0,0.28923076923076924,0.07207207207207207,0.02702702702702703,4,0
21,0,0,0,1,3.7849418274376423,0,0,0,0,0,0,0.0,0.0,0.0,0,1
58,0,0,0,1,4.157201634539741,0,0,0,0,1,0,7.266423357664234,0.13333333333333333,0.0,3,0
113,0,0,14,0,4.077105589344658,0,0,1,0,0,0,0.056440129449838186,0.42857142857142855,0.0,0,0
58,0,0,2,1,4.260925986798422,0,0,0,0,1,0,0.16494255223453408,0.10869565217391304,0.0,1,0
45,0,0,3,1,4.341310040533734,0,0,0,0,0,0,0.4866019597826592,0.5333333333333333,0.0,41,0
36,0,0,0,1,4.10424366875897,7,0,0,0,0,1,0.18891099216060936,0.04404567699836868,0.026101141924959218,14,0
79,0,0,6,0,4.264331299608349,0,0,0,0,0,0,0.0,0.0,0.0,0,0
46,0,0,0,3,4.037938120673592,0,0,0,1,0,0,5.439737470167064,0.0,0.029411764705882353,3,1
81,0,0,3,1,4.4898709121094305,7,0,0,0,0,1,1.5873666940114848,0.5714285714285714,0.0,1,0
55,0,0,3,0,4.131029604969963,1,0,0,0,1,0,0.7484900776531492,0.09859154929577464,0.028169014084507043,2,0
94,0,0,5,1,4.098895529934409,0,0,0,0,0,0,0.05581395348837209,1.0,0.0,0,0
46,0,0,0,1,4.224117662343593,0,0,0,0,1,0,5.734050139886993,0.17721518987341772,0.012658227848101266,3,0
87,0,0,1,1,4.478012858631575,9,0,1,1,0,0,2.3092105263157894,0.0,1.0,2,1
57,0,0,1,2,4.251957839805886,0,0,1,0,0,0,0.0,0.8571428571428571,0.0,0,0
46,0,0,0,1,4.180639401474028,0,0,0,0,0,0,5.0430701270016565,0.3972602739726027,0.0,1,0
47,0,0,0,1,4.166112660907821,0,0,0,1,0,0,11.208065994500458,0.0,1.0,3,1
52,0,0,2,1,3.936043449643891,0,0,0,0,0,0,6.834634592389393,0.21212121212121213,0.0,1,0
43,0,0,2,0,4.175696440497044,0,0,1,1,0,1,0.7771393676964499,1.0,0.0,10,1
50,0,0,0,0,4.096174630069641,0,0,1,1,0,0,0.6965574108431252,0.041666666666666664,0.0,7,0
32,0,0,0,1,3.9056390622295662,0,0,0,0,0,0,2.2235872235872236,0.6666666666666666,0.0,14,1
118,0,0,11,1,4.176200476720222,0,0,0,0,0,0,0.5702375438364322,0.03910614525139665,0.0670391061452514,14,0
69,0,0,1,0,4.316616263496375,0,0,0,1,0,0,9.756651175321613,0.9552238805970149,0.004975124378109453,18,1
39,0,0,0,2,4.252974975106084,0,0,0,0,0,0,1.4046193327630454,0.2857142857142857,0.0,12,1
66,0,0,4,0,4.335501507780114,0,0,1,0,0,0,0.3800330373735288,0.10344827586206896,0.10344827586206896,0,0
37,0,0,1,0,4.054614015542449,1,0,0,0,0,0,0.0,0.0,0.0,0,0
63,0,0,1,1,4.476560281531911,1,0,0,0,0,0,402.3333333333333,0.0,0.0,1,1
75,0,0,4,5,4.547310237983154,12,0,0,1,1,0,1.712762412529157,1.0,0.0,6,1
59,0,0,2,0,4.099586109090011,0,0,0,0,1,0,0.1410202360876897,0.05454545454545454,0.0,12,0
50,0,0,0,1,4.470435500513582,8,0,0,0,0,0,0.21247187399549983,0.75,0.0,0,0
76,0,0,1,0,4.472457816475856,0,0,0,0,0,0,34.666666666666664,0.0,0.0,0,1
26,0,0,0,2,3.921029621737614,0,0,0,0,0,0,2.325,0.25,0.041666666666666664,0,0
75,0,0,0,0,3.8970315722075926,0,1,0,0,0,0,0.021206342479782463,0.015625,0.005952380952380952,3,0
61,0,0,2,1,4.292240011299374,0,0,0,0,1,0,0.9157999715059125,0.20634920634920634,0.015873015873015872,10,0
41,0,0,0,1,4.09232510264425,7,0,0,0,0,0,0.0,0.0,0.0,0,0
24,0,0,0,1,3.6887218755408675,3,0,0,0,1,0,21.29672180710923,0.022321428571428572,0.04017857142857143,23,0
72,0,0,6,1,4.648412848364054,6,0,0,0,0,0,0.11718538565629229,0.02197802197802198,0.0,6,0
43,0,0,1,0,4.376976022637824,2,0,0,0,0,0,0.24652087475149106,1.0,0.0,2,1
22,0,0,0,1,3.4474015047059154,0,0,0,0,1,0,1.0477887965692845,0.23870967741935484,0.26021505376344084,6,0
63,0,0,5,1,4.138825322182433,0,0,0,0,0,0,0.5436624589313505,0.2,0.0,0,0
82,0,0,7,0,4.529623342023484,14,0,0,0,1,0,3.6805658360062505,0.14695340501792115,0.06810035842293907,16,0
68,0,0,3,1,4.479253334834293,0,0,0,0,0,0,1.6521692783285364,0.22916666666666666,0.0,10,0
70,0,0,7,0,4.388361818902569,0,0,0,0,1,0,0.9658934777337752,0.05747126436781609,0.0,1,0
88,0,0,7,1,4.1891971774570536,0,0,0,0,0,0,0.42160901671200934,0.22784810126582278,0.0759493670886076,17,0
43,0,0,0,2,4.11162928928394,2,0,0,0,0,0,0.0,0.9565217391304348,0.043478260869565216,0,1
46,0,0,0,2,4.189125478116705,0,0,1,1,0,1,0.2468332762752482,0.8076923076923077,0.03205128205128205,9,1
46,0,0,0,1,4.0559581516151235,0,0,0,0,0,0,0.3425586758920092,0.4810126582278481,0.0,6,0
41,0,0,2,0,4.308294687333842,0,0,1,1,0,0,0.9778225806451613,1.0,0.0,8,1
72,0,0,3,1,4.515266280473324,0,0,0,0,0,0,0.23790004729623207,0.0670391061452514,0.027932960893854747,1,0
57,0,0,0,0,4.518962768733495,0,0,0,0,0,0,0.0,0.0,0.0,3,1
44,0,0,0,1,3.881569755791375,0,0,0,0,1,0,0.09367264726343208,0.006647673314339981,0.0,5,0
276,0,0,1,0,5.722192238601671,53,2,1,1,0,0,0.7754137115839244,0.46153846153846156,0.46153846153846156,3,1
26,0,0,0,0,3.9210296217376146,0,0,0,0,0,0,2.2508977361436378,0.12121212121212122,0.06060606060606061,10,0
55,0,0,3,1,4.4077438040403925,0,0,1,1,0,0,1.1132075471698113,1.0,0.0,8,1
33,0,0,0,0,4.0060710131011685,0,0,0,0,0,0,11.277533039647578,0.0,0.0,0,1
96,0,1,0,2,4.518964715452353,1,1,0,0,0,0,0.0,0.0,0.0,0,1
43,0,0,1,1,4.098506988892776,0,0,0,0,1,1,0.31738794435857803,0.8,0.0,24,0
38,0,0,0,1,3.8828142771033964,0,0,0,0,0,0,1.6923295051751028,0.16417910447761194,0.029850746268656716,5,0
69,0,0,1,2,4.379069168556021,0,0,0,0,0,1,0.0,0.0,0.0,1,0
73,0,0,4,1,4.444617840849091,0,0,0,0,0,0,1.4458980173265887,0.8101694915254237,0.003389830508474576,15,0
60,0,0,0,1,4.259090238264881,3,0,1,1,0,1,1.0234003375786405,0.6493506493506493,0.025974025974025976,17,1
72,0,0,3,3,4.563111328224105,7,0,0,0,0,0,35977.5,0.0,0.0,0,1
48,0,0,1,0,4.474874739988985,6,0,0,1,0,0,0.0,1.0,0.0,3,1
55,0,0,2,1,4.041530904948096,0,0,0,0,0,0,1.2611476608187135,0.5211267605633803,0.0,1,0
83,0,0,0,1,4.19613461245798,0,0,0,0,0,0,5.596371235869668,0.12195121951219512,0.0,3,0
38,0,0,0,1,4.017535737070864,0,0,0,0,0,0,17.9666911841967,0.04065040650406504,0.0,0,0
32,0,0,0,1,3.882048827786958,0,0,0,1,0,0,36.05997210599721,0.9090909090909091,0.0,6,0
26,0,0,0,1,3.921029621737614,0,0,0,0,0,0,0.10344827586206896,0.0,0.0,0,1
81,0,0,4,0,4.6917023993492215,7,0,0,0,0,0,0.5204978038067349,0.0,0.0,8,0
48,0,0,1,1,4.587581188618508,7,0,0,0,0,0,0.5483870967741935,0.0,0.0,1,0
60,0,0,6,0,4.374954812926958,8,0,0,0,0,1,0.36807839010916743,0.064,0.012,12,0
34,0,0,2,1,4.197325708706504,2,1,0,0,0,0,180.38888888888889,0.0,0.0,0,1
41,0,0,2,2,4.045980358012783,0,0,0,0,0,0,0.31686348139730225,0.28,0.02666666666666667,4,0
62,0,0,2,1,4.3205799794974515,0,0,0,0,0,0,0.8127728703421667,0.027972027972027972,0.006993006993006993,0,0
90,0,0,7,0,4.662284036939699,8,0,0,0,0,0,0.6406525983080784,0.49828178694158076,0.058419243986254296,1,0
26,0,0,0,2,3.719294525666979,0,0,0,1,1,0,0.19782888158834452,0.15384615384615385,0.09698996655518395,15,0
66,0,0,7,0,4.303051364597141,6,0,0,0,0,0,1.872911847854022,0.24761904761904763,0.0,2,0
69,0,0,4,1,4.256863320649793,0,0,0,0,0,0,5.016356201726488,0.04,0.1,13,0
